SEQ_LEN,LGT_LEN,TREE_SIZE,METHOD,AUC,MCC,T_SRC,T_DEST,T_LGT
1000,100,16,Ctrl,0.5258620689655172,0.3833788596267098,0.12014174319544421,0.40810458643541686,0.2641231648154305
1000,100,16,A-std:hm:100,0.9655172413793104,0.5845449426422678,0.12014174319544421,0.40810458643541686,0.2641231648154305
1000,100,16,F-std:100,0.5668103448275862,0.19199187458034558,0.12014174319544421,0.40810458643541686,0.2641231648154305
1000,100,16,N-:8:100,0.5053879310344828,0.3384566339208066,0.12014174319544421,0.40810458643541686,0.2641231648154305
1000,100,16,Ctrl,0.9243697478991597,0.18333969940564226,0.03883897508729364,0.040117469870343106,0.039478222478818374
1000,100,16,A-std:hm:100,0.9915966386554622,0.7041294762525789,0.03883897508729364,0.040117469870343106,0.039478222478818374
1000,100,16,F-std:100,0.5294117647058824,0.08574929257125442,0.03883897508729364,0.040117469870343106,0.039478222478818374
1000,100,16,N-:8:100,0.9873949579831933,0.5724780279075999,0.03883897508729364,0.040117469870343106,0.039478222478818374
1000,100,16,Ctrl,0.957983193277311,0.17869743453458892,0.1806577210879333,0.010804673016308032,0.09573119705212066
1000,100,16,A-std:hm:100,1.0,1.0,0.1806577210879333,0.010804673016308032,0.09573119705212066
1000,100,16,F-std:100,0.5378151260504201,0.08432399730978857,0.1806577210879333,0.010804673016308032,0.09573119705212066
1000,100,16,N-:8:100,0.9915966386554622,0.7041294762525789,0.1806577210879333,0.010804673016308032,0.09573119705212066
1000,100,16,Ctrl,0.533625730994152,0.11171236610195699,0.48288149149211995,0.0824013594568936,0.28264142547450677
1000,100,16,A-std:hm:100,0.8567251461988304,0.567480306535024,0.48288149149211995,0.0824013594568936,0.28264142547450677
1000,100,16,F-std:100,0.5906432748538012,0.15108236796222702,0.48288149149211995,0.0824013594568936,0.28264142547450677
1000,100,16,N-:8:100,0.7097953216374269,0.23574830671661484,0.48288149149211995,0.0824013594568936,0.28264142547450677
1000,100,16,Ctrl,0.5630252100840336,0.08866345921364069,0.16279923380485573,0.0430189866390149,0.10290911022193532
1000,100,16,A-std:hm:100,1.0,1.0,0.16279923380485573,0.0430189866390149,0.10290911022193532
1000,100,16,F-std:100,0.8151260504201681,0.18825584469478346,0.16279923380485573,0.0430189866390149,0.10290911022193532
1000,100,16,N-:8:100,1.0,1.0,0.16279923380485573,0.0430189866390149,0.10290911022193532
1000,100,16,Ctrl,0.616,0.1164445019479164,0.2793691406694585,0.19176221637178043,0.23556567852061946
