SEQ_LEN,LGT_LEN,TREE_SIZE,METHOD,AUC,MCC,T_SRC,T_DEST,T_LGT
3000,100,10,Ctrl,0.5079365079365079,0.1336306209562122,0.05214205664769143,0.3465440955997998,0.19934307612374563
3000,100,10,A-max:eu:100,0.9841269841269842,0.806946584785929,0.05214205664769143,0.3465440955997998,0.19934307612374563
3000,100,10,N-dev:8:50,0.7619047619047619,0.3429971702850177,0.05214205664769143,0.3465440955997998,0.19934307612374563
3000,100,10,N-dev:8:100,0.6825396825396826,0.3126409456585232,0.05214205664769143,0.3465440955997998,0.19934307612374563
3000,100,10,N-max:8:50,0.7619047619047619,0.3429971702850177,0.05214205664769143,0.3465440955997998,0.19934307612374563
3000,100,10,N-max:8:100,0.6825396825396826,0.3126409456585232,0.05214205664769143,0.3465440955997998,0.19934307612374563
3000,100,10,Ctrl,0.9772727272727273,0.14744195615489714,0.0145521471769972,0.07257508324655162,0.04356361521177441
3000,100,10,A-max:eu:100,1.0,1.0,0.0145521471769972,0.07257508324655162,0.04356361521177441
3000,100,10,N-dev:8:50,1.0,1.0,0.0145521471769972,0.07257508324655162,0.04356361521177441
3000,100,10,N-dev:8:100,0.9772727272727273,0.6990252954195317,0.0145521471769972,0.07257508324655162,0.04356361521177441
3000,100,10,N-max:8:50,1.0,1.0,0.0145521471769972,0.07257508324655162,0.04356361521177441
3000,100,10,N-max:8:100,0.9772727272727273,0.6990252954195317,0.0145521471769972,0.07257508324655162,0.04356361521177441
3000,100,10,Ctrl,0.5,0.0,0.24043819148357376,0.16796574061186462,0.20420196604771917
3000,100,10,A-max:eu:100,1.0,1.0,0.24043819148357376,0.16796574061186462,0.20420196604771917
3000,100,10,N-dev:8:50,0.8313953488372093,0.05763904177042349,0.24043819148357376,0.16796574061186462,0.20420196604771917
3000,100,10,N-dev:8:100,0.7325581395348837,0.08459098688756271,0.24043819148357376,0.16796574061186462,0.20420196604771917
3000,100,10,N-max:8:50,0.8313953488372093,0.05763904177042349,0.24043819148357376,0.16796574061186462,0.20420196604771917
3000,100,10,N-max:8:100,0.7325581395348837,0.08459098688756271,0.24043819148357376,0.16796574061186462,0.20420196604771917
3000,100,10,Ctrl,0.8863636363636364,0.07009996372327816,0.05539961244824848,0.04329406783545396,0.04934684014185122
3000,100,10,A-max:eu:100,0.9772727272727273,0.6990252954195317,0.05539961244824848,0.04329406783545396,0.04934684014185122
3000,100,10,N-dev:8:50,0.9772727272727273,0.6990252954195317,0.05539961244824848,0.04329406783545396,0.04934684014185122
3000,100,10,N-dev:8:100,1.0,1.0,0.05539961244824848,0.04329406783545396,0.04934684014185122
3000,100,10,N-max:8:50,1.0,1.0,0.05539961244824848,0.04329406783545396,0.04934684014185122
3000,100,10,N-max:8:100,1.0,1.0,0.05539961244824848,0.04329406783545396,0.04934684014185122
3000,100,10,Ctrl,0.5670731707317074,0.22956556456066263,0.18155857502815,0.16413307478461678,0.1728458249063834
3000,100,10,A-max:eu:100,0.7865853658536586,0.48265364958171136,0.18155857502815,0.16413307478461678,0.1728458249063834
3000,100,10,N-dev:8:50,0.6524390243902439,0.30548190463840214,0.18155857502815,0.16413307478461678,0.1728458249063834
3000,100,10,N-dev:8:100,0.6951219512195121,0.38254602783800296,0.18155857502815,0.16413307478461678,0.1728458249063834
3000,100,10,N-max:8:50,0.6524390243902439,0.30548190463840214,0.18155857502815,0.16413307478461678,0.1728458249063834
3000,100,10,N-max:8:100,0.6951219512195121,0.38254602783800296,0.18155857502815,0.16413307478461678,0.1728458249063834
3000,100,10,Ctrl,0.515,0.35355339059327373,0.5923938323711331,0.026742371949501083,0.3095681021603171
3000,100,10,A-max:eu:100,0.71,0.472455591261534,0.5923938323711331,0.026742371949501083,0.3095681021603171
3000,100,10,N-dev:8:50,0.54,0.18898223650461363,0.5923938323711331,0.026742371949501083,0.3095681021603171
3000,100,10,N-dev:8:100,0.515,0.26687249808205815,0.5923938323711331,0.026742371949501083,0.3095681021603171
3000,100,10,N-max:8:50,0.5549999999999999,0.42640143271122083,0.5923938323711331,0.026742371949501083,0.3095681021603171
3000,100,10,N-max:8:100,0.515,0.26687249808205815,0.5923938323711331,0.026742371949501083,0.3095681021603171
3000,100,10,Ctrl,0.8604651162790697,0.004793751486437703,0.06731403644839185,0.04194276000660718,0.054628398227499514
3000,100,10,A-max:eu:100,0.9767441860465116,0.806946584785929,0.06731403644839185,0.04194276000660718,0.054628398227499514
3000,100,10,N-dev:8:50,0.8604651162790697,0.4638062947716077,0.06731403644839185,0.04194276000660718,0.054628398227499514
3000,100,10,N-dev:8:100,0.8023255813953488,0.3576408488192953,0.06731403644839185,0.04194276000660718,0.054628398227499514
3000,100,10,N-max:8:50,0.9767441860465116,0.806946584785929,0.06731403644839185,0.04194276000660718,0.054628398227499514
3000,100,10,N-max:8:100,0.872093023255814,0.4313310928137537,0.06731403644839185,0.04194276000660718,0.054628398227499514
3000,100,10,Ctrl,0.601010101010101,0.15713819666238882,0.577513213101875,0.5390380287513863,0.5582756209266306
